Centroid Latitude,Centroid Longitude,Address,Main Building Area,Is separated Garage,Area of garage,Living space,Building type,
53.578508370166745,-113.41490833733519,12292 48 St NW, Edmonton, AB T5W 5H5, Canada,193.01145147011263,False,0,152.01145147011263,B-1,
